gene_name	mouse_entrez_id	AgeMap.Heart	GDS2972.Heart	GDS40.Heart	GSE11291.Heart	GSE12480.Heart	total_effect	total_p_values	adjusted_p_values
ACP2	11432	-0.007445888493766697	-0.010350093492956902	-0.0025668871037804464	-0.007368509448409111	0.020597499341269872	-0.0029406492948601077	0.5545126949275807	0.7275887325571537
ACP5	11433	0.004727266784060545	-0.01897229330557018	-0.04876732998952747	-0.04259964775080883	0.031527953128571415	-0.0038378474985562984	0.695114449522805	0.8270065076850558
ACTN2	11472	-0.004353223849510245	-0.015629743438430793	not_pres	0.012966771961691895	0.00302412490476181	-0.0006341480856919814	0.8803886214671228	0.9358966591937082
ACTN3	11474	0.011940665114870878	0.0013017230806979807	-0.048593099587934105	-0.011490547318443393	0.0009303287714285558	0.0010769436309019907	0.3900918006678529	0.5887346229045126
ACTA2	11475	-0.00795012550044525	0.01998066341398795	-0.0019115478277480225	-0.03394325050108564	0.028107875696825463	0.0009509816005357049	0.9319444925607667	0.9651096600072318
ACVR1B	11479	-0.0008832281967942946	-0.05169383139083622	0.13654771767631216	0.006056124729470827	2.459264761899005e-05	0.0003155504842501523	0.851279842690577	0.919931442907559
ACVR2B	11481	-0.0014304905075689985	-0.007409860020319972	0.032208382566892985	-0.04885349954635873	-0.002324087349206392	-0.0023259339436263312	0.0011364481178216534	0.006560259120815109
ADAM10	11487	-0.0054331708072128376	0.0011650414494086547	-0.03951846733071385	-0.012917930226315225	0.004541595617460335	-0.008107977692740513	0.009175895501351672	0.032764183919294323
ADAM15	11490	-0.0009884778904719498	-0.007506476828612885	-0.014426684014247626	0.0064100747069105735	0.020837141349999967	0.0035220848368347005	0.4980898668715201	0.6833019890923411
ADAM17	11491	-0.002219141314203024	0.0012138386151745034	not_pres	-0.01922250497875684	0.0006673473571428348	-0.008948011910182357	0.09253254242334363	0.21678633094162025
ADAM19	11492	-0.0014297206723063198	-0.03663100025108201	-0.04520623686085265	-0.03434680962424926	-0.016856617895238152	-0.021538171747709986	0.006355868866149805	0.024409355436904957
ADAM22	11496	-0.0013087710930543225	-0.0021603239072849334	not_pres	0.027881664641259622	0.02338431658095236	0.014614817784138416	0.04459980418952236	0.12113197748709324
ADAM8	11501	-0.0057976829964381	-0.01083040477773186	0.023069882835075467	-0.0257370461975705	-0.0020815116238095416	-0.00255566774852335	0.05074017642217943	0.13460671234418237
ADAM9	11502	0.0008315220213713469	0.014262827075097656	-0.006220694925863773	0.007117298073429534	0.009820130452380886	0.007345605264548436	0.0008087511416268178	0.00521091992928589
ADAMTS1	11504	0.004240340565449693	-0.00698042021549844	not_pres	0.005757487733542926	0.009475230419047555	0.004902991711065894	0.08966402739943602	0.2117024147784489
ADCY7	11513	0.0008225630062332983	0.0008563483130631516	0.004710951982847433	-0.022062223231130274	0.033859693147619024	0.004801802545693996	0.5774579378803579	0.7448777275965859
ADCYAP1R1	11517	0.000377080984416734	0.003858951189490173	-0.09056934645418661	0.005852508683376702	-0.002247709950793743	-0.0011266982392734023	0.49600803682847516	0.6816357923732274
ADD1	11518	-0.004981405919412293	-0.004056222252903266	0.011865731413327224	-0.008180380427750461	0.006106663417460308	-0.005472476925530231	0.0038648772665635933	0.016436788125333408
PLIN2	11520	0.003135775761353524	-0.01415429899812888	0.014040396518784276	-0.002330123572800047	0.002877100604761866	-0.0005417246399955101	0.8760013739558302	0.9335524157329447
ADH5	11532	-0.0006723805320569907	-0.0007643871919624651	0.008026206969804689	0.007511551649791948	-0.007141912519047715	4.6167735010864056e-05	0.9866850705832482	0.9926111070432075
ADK	11534	-0.001339511047640244	0.0032767165954911415	-0.028179243757917166	0.0055166203517431345	-0.015819605030476244	-0.0023891630648489068	0.5428894654365114	0.7191719322050506
ADM	11535	0.0006234148817898511	0.007834391246331465	-0.04760406512857236	0.011904302689616036	0.06989859405238094	0.0076092840987662235	0.03579112240270388	0.10086768532605898
ADORA1	11539	-0.012882696384683878	-0.01267686795160658	-0.1627614415867303	0.014782551859366597	-0.0036166697523809885	-0.006986297024286974	0.01811522772787988	0.05729526058183336
PARP1	11545	-0.00028290359349955564	-0.0043258709061533285	-0.021048738893095192	-0.009641813134631916	-0.010056991489285762	-0.00906414948092965	9.2148511043888e-15	1.7118680210744102e-11
PARP2	11546	0.010998332150044516	0.013550356385736984	-0.02659883576494601	-0.014942742958995336	0.002984234885714237	0.0015759138049680826	0.784858222572347	0.8809501141528019
ADRB2	11555	0.00263046391362422	0.009230983161160305	0.005303175811742028	0.007734308835011722	0.0019107505904761568	0.0037773039013801173	0.09680416570513106	0.2243612482912956
ADSS	11566	-0.007191274274265353	-0.009793246791710869	-0.01006352610209213	-0.03131113987837543	0.02122163219523805	-0.007108335106203282	0.39024396004906836	0.5887753896399808
AEBP1	11568	-0.001138549162956361	-0.0021446044688684524	0.01396333947961774	0.0014995590607207732	0.046640783903174596	0.010641865246606916	0.2526724380417229	0.4467876068792576
AEBP2	11569	0.0028161357170080163	-0.003083104479736254	-0.014534558363796829	0.0008800358119404605	-0.0006811535371429069	0.0008068886521732275	0.6847161664923638	0.8195966957838865
AGA	11593	-0.001960872518254676	not_pres	not_pres	-0.008562392463713667	0.003064267261904688	-0.004799500320620839	0.04341740983024045	0.11851920516710708
ANGPT4	11602	0.009454009612199442	not_pres	not_pres	-0.03366537747540937	-0.000634220023809539	-0.0007392003752256959	0.5502598784832473	0.7243806362690949
AGRN	11603	0.0018106942457702486	0.004812302253919959	0.01393765529894092	0.014493118082737094	-0.007415303502380975	0.003673841915374406	0.3367508102262846	0.5353588615974891
GLA	11605	0.0013471413490650087	-0.019924218754226494	0.06822702507285411	-0.008842079612376902	0.00023566950952374002	-0.0005358240833092434	0.772164487754601	0.8741471894556644
AGT	11606	-0.002760882493321456	-0.00951973353647316	-0.04249016446880735	0.03158384935764757	0.02494348022380951	-0.002061097940374973	0.3203471009636564	0.5185331854834633
AGTR2	11609	-0.004815590401157619	-0.020011511085539457	0.06453947333509848	0.0020080119288738048	-0.003343750742857171	-0.003442418928493872	0.0004718116579722764	0.003701140587586744
AGTRAP	11610	-0.0035590850106856746	0.004705558542721214	0.01811517321594619	0.001519372227251778	0.016249872626190435	0.002455039535732721	0.38348608111948623	0.5823824366584944
CRYBG1	11630	0.0002949271861086493	-0.007958513121588587	0.05692498348925251	0.05199399468223082	-0.0012270874000000244	-0.0007669281393380457	0.4274583851193434	0.6234022337934473
AIP	11632	-0.0027284346340160285	-2.2575374604844045e-05	-0.00734412059645323	0.00497402101315117	0.00361448550476183	-0.001270127308232887	0.4916613555151912	0.678170759362331
AK2	11637	0.0066440702368655334	-0.00677061487270203	-0.016492063665555973	-0.0022675869108912533	-0.00011456190238101627	-0.0013317918320991128	0.554885937016985	0.727753259375247
AK4	11639	-0.002267738354140701	0.031760907686472745	0.011019183708639801	-0.01539713624511771	-0.009256624728571465	0.0012498579670452163	0.875248528926603	0.9331279161210366
AKAP1	11640	0.008474753243098834	-0.011846454521470498	-0.017906791482101975	0.0035227065089462883	-0.02465527299047625	-0.0066342544565654955	0.2263248485593804	0.4156710510237192
ALPL	11647	-0.003027293278272486	0.0030504229842641672	0.001671336544164237	0.007213682753266698	0.007981025814285673	0.0008722870648885334	0.7654547668444913	0.870696808264246
ALPPL2	11650	-0.0057683331585040055	0.004616904916307049	0.008227874437261362	-0.007719689691425877	-0.0012007001619047802	-0.0012132979312800105	0.00013509602379002672	0.0020650131416774958
AKT1	11651	-0.006230388407390928	-0.00031328523558805943	0.024145748547096862	-0.005320851644342539	0.004001490784523786	-0.003949127042194009	0.04604908791016338	0.12435748796672243
ALAS1	11655	0.003614532430543182	0.04669636969262635	0.02694437999554808	-0.034353418078298406	-0.00849289555000008	0.005661175287000804	0.6649037312330188	0.8063975151195111
ALAS2	11656	-0.0021512694968833395	0.01979906919748714	0.30487123491281465	-0.044452724870044036	0.08828152648571427	0.02536017832214204	0.3144761473001094	0.5126701292443347
ALB	11657	0.01573064814514691	0.07630953500566333	0.060672589121511786	0.03243291512117473	-0.027673219271428608	0.014277043644936935	0.2263739474136206	0.4156710510237192
ALCAM	11658	0.005057311080409615	-0.013922966407804792	0.0019717209130500346	-0.0029332896308762596	0.008179098440476165	0.004492273148151312	0.09339726280775795	0.21844718615961242
ALDH1A1	11668	-0.0006253821823241337	-0.014045652691585656	0.008016654207440577	-0.006055216734037444	0.040317452919047585	0.003554622186664192	0.6616549783839962	0.8044335723034842
ALDH2	11669	-0.002708751478183431	0.007237315018500751	-0.003762390199528204	0.022204526096311128	0.002414873380952351	0.00610770314996226	0.168180013967844	0.33800399206954773
ALDOC	11676	-0.0002653045040071399	0.0026603315474010847	not_pres	-0.00026555966811449977	-0.002994397507142881	-0.0028384264259699466	0.0007958786972186438	0.005148395434524528
ALOX12	11684	-0.014072360199020481	0.012051456066729471	-0.016342878847774384	0.014853146040428672	0.05303844467619048	0.013244583922189659	0.2405414483022068	0.4330199937669224
ALOX12E	11685	-0.0035247895650044585	-0.0072369250648103844	0.009950402840447112	-0.03319208161413723	-0.002006114633333358	-0.002352867467712442	0.03889480747338647	0.10825597803304994
ALOX5AP	11690	0.0004568775966162084	not_pres	not_pres	-0.011745692207083089	0.04880140662857139	0.010862575519384616	0.4466282599604585	0.6399416976785843
GFER	11692	-0.005658075582813896	0.006320564310776766	not_pres	0.004443574243742768	-0.008752876369047664	-0.001076860978196789	0.7255068247061678	0.846652502019904
MAT1A	11720	-0.0009159561878895838	-0.007919358047911024	0.1327386208507393	-0.042434836484886315	-0.002777990704761939	-0.0027213949793476314	9.202210443381986e-05	0.001872977136662357
ANK	11732	0.006271075131344616	0.009591421046116738	0.010067953758235465	-0.01723402338879286	0.002345945490476134	0.002312975444554937	0.5870006079234884	0.7507421093326128
ANK3	11735	-0.0017043026499554614	-0.006230563390367094	0.026374616651375943	-0.004965717685664783	0.0002389171634920098	-0.002161279974491025	0.455627374034967	0.6477941549018682
ANKFY1	11736	-0.0006543800333036398	-0.0068745235886448625	0.002965597226124994	0.0075183201787283604	0.005180166878571389	0.00023070079748872965	0.9258883337057622	0.9616043961820111
ANP32A	11737	-0.00662374127782725	0.003485218480764732	-0.007886983437789652	-0.00810616802106326	0.0062957503444443785	-0.004811935728186941	0.03024638348860853	0.0878335720604967
ANXA11	11744	-0.0031273695102404294	-0.004717702593988057	0.03505827802789788	0.031046331686271605	0.008108524380952338	0.009686047668100673	0.17972906078635997	0.3540695418075066
ANXA3	11745	0.002974085556544978	0.008795255423570111	-0.036054189518462426	-0.0031307624524600647	0.028204803438095193	0.007524048581794723	0.1716404425622251	0.3427609150551227
ANXA4	11746	-0.0012977343900267074	0.0010716360985553036	0.009622691468234301	-0.002086169780735489	0.017636530971428532	0.0037943390409247964	0.3345817942383986	0.5326220121925465
ANXA5	11747	-0.00950449647996438	0.005932535998679128	-0.004684074069140343	-0.014154007458539244	0.017094661952380907	-0.0006511253390879654	0.9006478735211266	0.9465730715570354
ANXA6	11749	-0.001037897545547639	-0.011751819157743246	0.001853425906383932	-0.0006758506789560637	5.1277788888748344e-05	-0.0013923143541579059	0.39391586646442445	0.5914092080817364
ANXA7	11750	-0.000494337182279604	0.00278804547685621	0.00687312506195123	0.006494828513771131	0.0027615330317461093	0.0016278077643013262	0.24193559112220608	0.43467151438212426
PRDX3	11757	-0.0007048348615316105	0.0014827641920735074	-0.03022046343054388	0.00480682623780232	-0.015160653619047712	-0.0032136789322409114	0.3677061106972481	0.5668005108318824
PRDX6	11758	0.0015057145939447864	0.009567650802795175	-0.03268177224781091	-0.006541362743868906	-0.008203361302381022	-0.003458978599032851	0.30997618531800086	0.5082942823762918
AP1G1	11765	0.002994651132190564	-0.005997102914464189	-0.021190519112533834	-0.0036695081085383607	0.0007257576857142359	-0.00034489683704219784	0.8550457830063002	0.9225862281922881
AP1M1	11767	-0.0010924691950133548	0.0035627704141943523	0.0033326429849506733	-0.003955585580622437	-0.008209666526190554	-0.00231317119003512	0.19601871141174265	0.376717988121787
AP1M2	11768	-0.006751025747773818	not_pres	not_pres	-0.029195062392905237	-0.002464636938095257	-0.0026649104213359613	6.708011557643445e-05	0.001658101327045493
AP1S1	11769	-0.0016481277715939538	0.005823973740825564	not_pres	0.0051223880226072965	-0.004156314780952436	-0.0001382166752754545	0.9570489121529491	0.9779625222445002
AP2A1	11771	-0.00974239321059662	0.00828751524957834	0.06288834575022548	0.008226207901544422	0.007927697566666624	0.006657098858708984	0.2750736027859122	0.47168994486281074
AP2A2	11772	-0.0027795831651825456	-0.011264547285416843	0.0024842050426601425	0.01628225905269355	0.007015986269523787	0.00017880803180832025	0.9694769737393445	0.984095560296977
AP2M1	11773	-0.0010399037110418487	-0.0069890231526144875	-0.008978765990038357	0.003724439473634336	0.010918584304761843	0.0005083924478251798	0.7845410854646899	0.8808844550258758
AP3B1	11774	0.0001509642451469279	-0.011417227905562446	-0.017161107380408824	0.003323351887627793	0.010247426176190445	-0.0023486527454807805	0.4950209079707849	0.6809736211713961
AP3B2	11775	0.001123022310774712	not_pres	not_pres	0.016812417509364776	-0.0034362143500000202	-0.003047824753916937	0.0023964438681202127	0.011320233574904425
AP3D1	11776	0.0006246058993766686	0.0012507441605751762	-0.005946810047068346	0.017770375042291925	-0.000723441328571453	0.003978445275896336	0.26917826276448764	0.46478617216137247
AP3S1	11777	0.02113007265805881	-0.010635044650284337	not_pres	-0.022877819982852016	0.021394756114285637	0.0013388923163745177	0.8919457720155699	0.9422206137268204
AP3S2	11778	-0.00578420592386465	0.007808276342729778	0.0206673000276143	0.005962128177204165	-0.003765571931746075	-0.0002577306055255286	0.9209524033502694	0.9587966522010445
AP4S1	11782	-0.0009774262956366792	-0.00020989202247365113	-0.012551692014848487	-0.0022308989197448587	-0.011183167285714356	-0.0030831983475983803	0.10160283036040552	0.2332345358812499
APBB2	11787	0.003202340496749775	-0.005434993679129474	not_pres	0.006780621331198097	-0.0038429397174604	0.0024485660794686622	0.14579995776201482	0.30576992373427475
APC	11789	0.0004863536776491648	-0.012448755524151256	0.01682614319174336	-0.0012829584882978057	-6.777080952414388e-06	-0.0005816112391201693	0.7269949448276796	0.8474212365269312
SPEG	11790	-0.006827309519145141	0.04288600194311096	0.00111648253756913	0.032096015657903695	0.0029618386869047046	0.01582009276653733	0.08911307694213533	0.21073988852381925
APEX1	11792	-0.003094478410507558	0.0033064650802191314	-0.021644325453386043	-0.011689084022999272	-0.008824447950793735	-0.005564735693635813	0.05009777177851482	0.1332478403826344
ATG5	11793	0.009307829621994633	0.018527317736743168	0.008483491449835151	-0.0002574930104726064	0.0039665584746030914	0.006637899717766551	0.0504791980409558	0.13407101793175616
BIRC3	11796	0.014308426302315217	-0.003945057534067153	not_pres	-0.0016203789642573324	0.0069994938404761495	0.005907758534600392	0.014926186087891091	0.04881827988253112
XIAP	11798	0.0017995770480854975	0.002187246964598849	0.006567765123111524	-0.018933955126974156	0.0020079147904761667	-0.00135231503927852	0.6813377354882021	0.8169416549141237
BIRC5	11799	0.0002925950356188849	-0.0009561176746324951	0.014000144354826036	-0.11548985208491885	0.017726012376190464	0.0004454186005650917	0.8774756390254506	0.9344527950119904
API5	11800	0.0012052890650044662	-3.8741578403944654e-06	-0.02275491157790177	0.015636871419431125	0.005696038216666602	0.00385329820834145	0.28844464542461234	0.485753099723851
APLP2	11804	0.0009031030409617098	0.0023710419873759075	-0.027376501626875188	-0.00880056139962962	-0.006181222219047662	0.0001289747719658083	0.9284286263353909	0.9631657518105246
APOA1	11806	-0.010102043789848636	0.02864190832480759	0.05326772363319189	-0.021148669105769943	-0.005000243725000015	-0.005801435609441621	0.01983677501737302	0.06185937699985009
APOBEC1	11810	0.007212578569679417	-0.0046021391274104345	0.03541701568998104	0.034131310801194435	0.02986606538571426	0.015480634086245271	0.03653591463343542	0.10258469573155439
NR2F2	11819	-0.002147164305877109	0.0025735708241051425	-0.037980552519805116	0.0005351825790279596	0.02268407142952379	0.004353754794528659	0.43795614953955764	0.6330645763486498
AQR	11834	-0.002190129276046314	-0.0029336613302034936	-0.008041881743693913	-0.009967826808581805	-0.0006987257314285886	-0.0030841705870008223	0.08097341754749776	0.19547451713917505
RPLP0	11837	-0.0007769025852626891	-0.006087988754235246	-0.014574310430761073	-0.005708237230421673	0.006017963523809497	-0.0019218944351986175	0.5062565432770488	0.6901894466147145
ARF3	11842	-0.005480752146037396	-0.003508037306566472	0.009990018887476942	0.001353705212556927	0.007357378347619025	0.0018790068516319467	0.5260475034946341	0.7065716270483008
ARF4	11843	-0.0008486743708815644	0.010078324079473538	not_pres	-0.0028534286722624452	0.00508187694047612	0.0029232170352827946	0.2496587013631777	0.4435169575203457
ARG2	11847	-0.001568830553428326	0.006490988538116332	-0.009701932670927782	0.016110208237205728	-0.004985935861904805	-0.004586459496253485	0.008905604724285032	0.032039794461402225
RHOA	11848	-0.003909890225645591	-0.007340373917935253	0.014796814114675427	0.005166308076552703	0.012187299785714117	0.002128134406718019	0.5605978261909672	0.731860766512005
RHOB	11852	-0.004065002226625116	-0.005863509801722483	4.7284612644055146e-05	-0.0046029396985536875	-0.020089611619047737	-0.005155557421627661	0.005734906761406866	0.022524086040620662
RHOD	11854	0.0038629286816562725	0.007788863104033525	0.020282353889791743	-0.06560000340293841	-0.0002269964476190687	-7.081108638212222e-05	0.8896682887011439	0.9406111758423821
ARHGAP5	11855	0.010926500307212834	0.00028862543114001327	-0.06066393587852202	0.009496129804747885	-0.0009186908000000313	0.004001751098053867	0.3750264236512826	0.5738423786831868
ARL4A	11861	0.008544686954585951	-0.003730305923586766	0.0489703929885659	-0.012353310212793955	0.017287723109523714	0.005274477696106904	0.3875908885879187	0.5863068923157982
ARNT	11863	0.0036216124701691876	-0.013379116600226656	-0.009280918997610688	0.005823942674805391	-0.001313760737142882	-0.00047394195746887775	0.8880038364460046	0.9400309986414268
ARNT2	11864	0.013380313224844165	0.006069676782218668	-0.0016784444978512753	-0.024286964000591292	-0.0017510264158731234	-0.0017243193024212007	0.12951575898839485	0.28069098331525755
ARPC1B	11867	-0.007112045365093499	-0.006419815199729478	-0.027244087677467804	0.0013773938842043532	0.0247017416333333	-0.0010605243866647796	0.8307599655564702	0.9077899522029019
ARSA	11883	0.002239358036954581	0.007214149432375139	0.030891427080965123	-0.0009822771656066293	0.010943967776190403	0.0028488514308279557	0.11132747017161249	0.2509903853659423
ASAH1	11886	0.00020596987666963648	0.007182600849729534	-0.016128216311761312	-0.006170400635005638	0.014786566371428514	0.004092809058355558	0.2979442219704338	0.4957072862138329
RAB27A	11891	0.002985744556990194	not_pres	not_pres	-0.012659130958271939	0.002131712024999982	0.0018765396263113587	0.3079648242860542	0.5063368882682049
ATE1	11907	-0.0014621423820124638	0.019688478543872776	-0.057331807496897286	-0.006737361142343495	0.00033634173142854315	-0.002292925205333569	0.38650372335802285	0.5851388047726476
ATF2	11909	0.00925066125	0.0027408255080884764	0.0028178245371628663	-0.0012867253627078246	0.0008826674733332651	0.0036201674149649275	0.17212520027777467	0.3433933874525359
ATF3	11910	0.012003814791184333	0.0056207577846938	-0.02844039913194707	0.040818092571568196	-0.04652775177142865	-0.0037746593152375245	0.7602136238714945	0.8674874583322532
ATF4	11911	0.0016742777836153072	0.006228866009591161	0.018675638195171818	0.01781563120392285	2.887936507930955e-05	0.005533010661953913	0.03389312693949864	0.09635702720907587
ATM	11920	-0.0028350022735975054	0.012125488026224138	0.024024281800526154	-0.009281591177061801	-0.014013035611904805	-0.004010632909989873	0.14176685605024175	0.2994940249546873
ATOX1	11927	-0.00024167250667853166	-0.006812593668220887	-0.017909251376274138	-0.003533446030645662	0.005707878312698325	-0.0022487139065153544	0.16542377058569036	0.33429932277675856
ATP1A1	11928	0.003724493871772041	0.0011893324863047061	0.03247669570880515	0.005858616052383164	0.021609723390476156	0.005943034554655333	0.006060646050192409	0.02351667950143478
ATP1B1	11931	-0.003198365235752456	0.012805462337959317	not_pres	0.0007425742494407694	0.014737125916190433	0.00614555280274222	0.12257529155088043	0.26942304860086497
ATP1B2	11932	-0.0010268802804986512	0.008238989782400202	0.01062994968395739	-0.00034623946725236	-0.013987305835714333	-0.004831576175890832	0.2115234679128265	0.39684010162075206
ATP1B3	11933	0.008037069117097057	0.010667380930957537	-0.0010334961349422744	-0.01928388354815125	0.024866113414285677	0.004883528926251437	0.49250461576859017	0.6787407724028023
ATP2A2	11938	0.0010371476544968829	0.0033071344790814305	-0.002251259854130716	-0.002735186556904884	-0.0016072991702382397	0.0008818920896819377	0.6416243145211573	0.7900453643793595
ATP5A1	11946	-0.010268576279162962	0.0013183830733566881	-0.003497819021571036	0.0013926282809678947	-0.0082794738650796	-0.002283680263158025	0.35809512725583725	0.5567734859220144
ATP5B	11947	-0.008077856963713279	not_pres	not_pres	-0.0026971046215568395	-0.0002342711904763095	-0.0016492201161449336	0.43765907223912914	0.6328589825365556
ATP5C1	11949	-0.001565079315672309	0.0007202537430575501	-0.030110184805209828	0.00180070580903674	0.0004063751357141557	-0.00013097013241204623	0.9290605284569518	0.9635767090807394
ATP5PB	11950	-0.0032170554514692803	-0.0016794806140408708	-0.0036334592845377045	0.0015483845483703212	-0.005548579023809674	-0.00395208582983521	0.029913514035604938	0.08708129345381024
ATP5G1	11951	-0.0047083406028495135	-0.012530631350986879	0.014250403501578968	-0.0001220266933944919	-0.014918072426190566	-0.007523351844360591	0.013367515760378867	0.04464212854442591
ATP6V1A	11964	-0.0015135551150044515	0.009156750484561535	0.009937656447744136	-0.010954429276464103	0.011289247971428534	0.002435577970600605	0.5061724542121366	0.6901894466147145
ATP6V1B2	11966	-0.00203841334082814	0.004075190588753538	-0.00010800980752648237	-0.01527432456122882	0.004382734940476148	-0.0026577645147388244	0.4741201208622522	0.6641972077754249
ATP6V0D1	11972	0.002635927941451459	-0.003123833817112051	-0.017376029753476435	-0.003284122603851261	0.003027537947618994	-0.0014490852412472387	0.5401338521268786	0.7170175780401034
ATP6V1E1	11973	0.013050693950578784	-0.00767758446599924	0.013999289931481917	0.01021846498075113	-0.001629954426984135	0.0029469258457515313	0.4448283483793938	0.6384819343353875
ATP6V0E	11974	-0.004018438552983075	0.016815469138021566	-0.004202011092841296	-0.010754011384868076	0.015221221633333261	0.0008996156522435655	0.8580090502333828	0.9243681432686196
ATP6V0A1	11975	0.013771164335262676	0.007559145668230696	-0.0011781239026596446	-0.0006078367146858665	0.006075517542857133	0.006447598250867231	0.0016408539846368697	0.008540716040767813
ATP7A	11977	-0.0035014013935885935	-0.001744594886584988	0.0015860578821649263	-0.002380655445442789	0.010143521149999953	0.0015116102787260085	0.6470242421153307	0.7936815167553144
ATP7B	11979	0.005322440017809451	-0.0015037706292962832	0.098313578910807	0.014450703261326352	0.00042275810317454407	0.0014568235106790916	0.2048037635208777	0.3881982105137869
ATP8A1	11980	0.0015339779229741758	-0.011352092308320322	-0.06876675631568802	0.0022007394521738055	-0.008926346321088525	-0.003981559141807605	0.22319017659850848	0.4118558117022323
ATP9A	11981	-0.003471405008904695	-7.117302982485862e-05	not_pres	0.008935992809226842	0.013780065315873117	0.006788770171755269	0.06273853820787445	0.1592623637612316
ATP10A	11982	0.00025014869991096204	not_pres	not_pres	-0.026496559436137636	0.0031251185476190227	0.0007559383478455794	0.786654057174452	0.8822043449542221
SLC7A2	11988	0.0056817506892252855	-0.01647723952180717	-0.01719293392419627	0.0020442495054826815	0.00540682338809521	0.004052796250098494	0.07442020319469322	0.18258816812144987
ATRN	11990	-0.0013496753552983132	not_pres	not_pres	-0.000311390133192202	-0.0027858264404762127	-0.001656655578172139	0.48455969620535966	0.6728258063434481
HNRNPD	11991	0.0026266616696349076	0.01695195674224316	-0.030264651597168957	-0.0050062397854691715	0.007977195715873027	0.004456358722397486	0.08343184659385061	0.20025015094495388
AUH	11992	-0.0039002646255565437	0.006313822180382331	0.007575711541348812	0.005207672577837871	-0.005472417624603227	0.0005641612658731595	0.8387888815796773	0.9124647748246316
AUP1	11993	-0.0027985764136242196	-0.003772907599869646	-0.018611180415072925	0.011563724703238035	0.0031327317476189803	-0.001972880924363171	0.2234683955041118	0.4121459081341629
AXIN1	12005	0.000813707898708818	-0.014624417171668014	not_pres	0.0005861032489008766	-0.00031089831428576103	-2.6367920932939395e-05	0.9851868301279256	0.9920458716834255
B2M	12010	-0.007012448753339267	0.04356377058439907	0.008287417162818389	-0.00043184948501842624	0.018306319904761788	0.011071977379994748	0.18460623897998363	0.3611707509388191
BACH1	12013	-0.004777500420080143	-0.015211344440832289	-0.007044176753395914	-0.007919901439729232	0.00012121741190472546	-0.005497396527691183	0.002349241125790713	0.011167775766152334
BAG1	12017	-0.0007619771059661495	0.00229452569242955	not_pres	0.010883206533401538	-0.00869578920476198	0.001963796871770261	0.6051997242402674	0.7645908108098833
BCAP29	12033	-0.0013499416785396259	0.009580496375562339	not_pres	0.005145096091205531	-0.011841652914285787	0.002489749545770847	0.46657856297274813	0.657417977959602
PHB2	12034	-0.0033274162377560056	-0.0008025527717128722	-0.0012423219965771448	0.0004159115112727235	-0.011520302614285764	-0.003733568706979603	0.08042441981861159	0.1945398933467481
BCAT1	12035	0.0017430305805877096	-0.009901131071955824	0.015586637792975824	-0.03659776616346992	-0.002980922349206494	-0.0014483581823483032	0.36299316790272107	0.561739143210307
BCAT2	12036	-0.0005222727110418523	-0.006956258088568035	0.013152368552064753	0.0043387928805607295	-0.03161168985714293	-0.0012972467933567281	0.722523527644023	0.8446110634614492
BCHE	12038	0.008956551503561885	-0.005555046883688963	-0.013656839845123642	-0.032147214318879895	-0.013441961976190533	-0.011452842523295304	0.12833342107907197	0.27884034659764334
